FEN,White,Black,Move,Knight_Promo_Score,Queen_Promo_Score,Knight_Win_Prob,Queen_Win_Prob,Classification
2r1r3/5Pk1/8/1pqp3Q/8/8/PP3n1P/5RK1 w - - 0 44,PuyengLah,toninhojit,f7e8n,458,569,0.8324,0.8799,Equivalent
5rr1/p2n2Pk/1p5p/7P/3Bq1R1/P1P5/6P1/5RK1 w - - 1 32,petry70,peopleare_safe,g7f8n,816,584,0.9456,0.8853,Optimal
8/8/8/1K6/5k2/8/6p1/b6q b - - 1 84,simbelmyne-bot,cinder-bot,g2g1n,-9995,-9997,1.0,1.0,Equivalent
8/6P1/5k1K/8/8/8/8/6r1 w - - 3 62,STKA1969,Aborigen100500,g7g8n,-9989,-9999,0.0,0.0,Equivalent
8/6P1/8/Q7/8/3B4/8/3K2k1 w - - 1 75,cinder-bot,admonitor,g7g8n,9996,9998,1.0,1.0,Equivalent
8/7P/8/4p1N1/P7/1k4P1/4r3/5RK1 w - - 0 62,Turtle-turtle,ZackMatt,h7h8n,484,997,0.8447,0.9704,Style / Flex
8/5kP1/4p3/3n4/2K2P2/5rPR/8/8 w - - 1 61,Shprot86,DrawDenied_Twitch,g7g8n,-304,-335,0.2565,0.2364,Equivalent
8/8/8/8/1k6/8/p1K5/6q1 b - - 1 82,admonitor,cinder-bot,a2a1n,-9994,-9998,1.0,1.0,Equivalent
8/8/8/8/3k4/2p5/1pr4r/5K2 b - - 1 63,Attila76,schaakam,b2b1n,-9998,-10000,1.0,1.0,Equivalent
4K3/1r3P2/4k3/8/8/8/8/8 w - - 3 61,Chelanger-Bot,Moment-That-Inspires,f7f8n,-22,-9999,0.4808,0.0,Brilliant
8/2bP4/2P3p1/p5k1/P2p4/3Pq2Q/5pBP/4rR1K w - - 0 43,CPU2010,Nikitosik-ai,d7d8n,-567,-669,0.1208,0.0877,Equivalent
3R4/6P1/4R3/k7/8/8/5K2/8 w - - 1 65,cinder-bot,admonitor,g7g8n,9995,9997,1.0,1.0,Equivalent
8/8/8/1R6/8/r7/kpK5/8 b - - 1 64,simbelmyne-bot,cinder-bot,b2b1n,1,0,0.4991,0.5,Equivalent
8/8/8/8/p3K3/q1k5/7p/8 b - - 1 76,GlueWinner,Nikitosik-ai,h2h1n,-9993,-9997,1.0,1.0,Equivalent
3rnr2/pp1Pppkp/6p1/8/4bP2/1P5P/1PPRN1P1/5RK1 w - - 1 25,Jadoubovic11,BainaFlorid,d7e8n,-10,-14,0.4913,0.4878,Equivalent
8/5P2/8/2Q5/4B3/8/6K1/k7 w - - 1 77,cinder-bot,admonitor,f7f8n,9997,9999,1.0,1.0,Equivalent
5r2/r2RPp1p/6k1/8/p4pP1/8/7P/6K1 w - - 0 35,kingfisher999,bErSeRkExPeRt,e7f8n,578,331,0.8832,0.7611,Optimal
8/p7/8/R5K1/8/6k1/5p2/8 b - - 0 58,pawn_git,cinder-bot,f2f1n,38,-487,0.4668,0.8461,Blunder
8/P3r2k/6p1/7p/3R3P/6P1/4pPK1/8 b - - 0 64,Nikitosikbot_v2,ToromBot,e2e1n,20,12,0.4825,0.4895,Equivalent
8/8/8/1Q6/8/2K5/kp6/8 b - - 8 57,gAAAmbit,great_day,b2b1n,9994,9999,0.0,0.0,Equivalent
8/6PK/5k2/8/8/8/8/5r2 w - - 1 78,ToromBot,Stockfish-MEDIUM,g7g8n,-45,-9999,0.4607,0.0,Brilliant
r7/5Pk1/3K4/8/8/8/8/5R2 w - - 17 137,pawn_git,ToromBot,f7f8n,2,0,0.5017,0.5,Equivalent
5K2/4P2r/5k2/8/8/8/8/8 w - - 3 120,ToromBot,DarkOnBot,e7e8n,-44,-9999,0.4616,0.0,Brilliant
8/3k1P2/8/2K1P3/6p1/6P1/8/8 w - - 1 75,GlueWinner,InanisBot,f7f8n,9979,9996,1.0,1.0,Equivalent
7r/1p5P/p1pP4/P1P5/1Pn1k2P/4p3/2K2p2/4BR2 b - - 2 89,chess-2-bot,Euwe-chess-engine,f2e1n,-465,-471,0.8358,0.8387,Equivalent
8/4P3/8/8/3k4/8/5K2/4R3 w - - 1 100,HunterxBarrial,crunchy_roll,e7e8n,479,9996,0.8424,1.0,Style / Flex
3B1r2/R5pk/3R4/5p2/7p/P4b1n/1Q3p1K/8 b - - 1 48,CPU1998,eggnog-chess-engine,f2f1n,9995,9999,0.0,0.0,Equivalent
8/1P4p1/2k5/4Qp1p/4bP1P/5qPK/8/8 w - - 9 114,CPU2002,KarimBOT,b7b8n,-431,-9999,0.1812,0.0,Optimal
8/8/8/3K4/8/5p2/1pr5/k7 b - - 1 70,simbelmyne-bot,cinder-bot,b2b1n,-9993,-9996,1.0,1.0,Equivalent
r7/3R3P/6k1/8/6K1/8/8/8 w - - 13 68,SaxtonEngine,cinder-bot,h7h8n,0,0,0.5,0.5,Equivalent
7Q/5k2/3Q4/p1p2p2/2P5/8/p1K5/8 b - - 0 87,MateWithRook_SF17DEV,Stockfish-MEDIUM,a2a1n,9998,9999,0.0,0.0,Equivalent
8/7p/6p1/8/2k1P2P/8/2NK1p2/8 b - - 2 52,KornBizk1t,nooartur,f2f1n,3,3,0.4974,0.4974,Equivalent
8/3P1k2/2Q5/3r1b2/p5p1/Pp6/1P1q4/K4R2 w - - 1 44,IslandWalker,Rescatador,d7d8n,-405,394,0.1951,0.7988,Blunder
3r4/P1p5/2P3k1/1K6/8/1P6/8/6qq w - - 0 66,TheUnforgivingBot,Yebot,a7a8n,-9997,-9998,0.0,0.0,Equivalent
8/8/7Q/3p4/2p5/pn6/1p3R2/3k2K1 b - - 17 81,chess-2-bot,Euwe-chess-engine,b2b1n,526,559,0.1369,0.1238,Equivalent
8/8/8/R7/8/2p5/6Kp/2k5 b - - 3 100,Nikitosikbot_v2,We-friend,h2h1n,0,0,0.5,0.5,Equivalent
7k/4Pq2/8/8/5Q2/5K2/8/8 w - - 11 97,We-friend,TheFreshman1902,e7e8n,0,0,0.5,0.5,Equivalent
4k3/p7/4p3/P3Pp2/5bpP/1K1P4/2p1N1P1/8 b - - 0 57,Euwe-chess-engine,SaxtonEngine,c2c1n,-538,-591,0.868,0.8878,Equivalent
8/8/8/5p2/2K1kr2/8/6p1/8 b - - 1 61,Pougkitos,gmlololo,g2g1n,-9990,-9996,1.0,1.0,Equivalent
4q3/P7/1K3b2/3B4/1p6/5p2/6k1/7q w - - 1 58,bot64jaques,Lynx_BOT,a7a8n,-9995,-9995,0.0,0.0,Equivalent
8/4pk1P/1p1pR3/pP1P1p1K/5P2/8/8/6r1 w - - 1 72,TheMadSponge,Skat-E,h7h8n,397,-387,0.8005,0.2051,Brilliant
8/8/8/8/8/5K2/1R4p1/5k2 b - - 7 67,sillyMASTER,JuegoMarihuano,g2g1n,40,9999,0.4651,0.0,Brilliant
B6Q/5P2/4K3/8/8/8/8/2k5 w - - 1 64,cinder-bot,SaxtonEngine,f7f8n,9995,9997,1.0,1.0,Equivalent
4R3/5P2/4K3/1k6/2n5/b7/8/8 w - - 99 201,InanisBot,PZChessBot,f7f8n,32,29,0.528,0.5254,Equivalent
7R/8/8/1QP5/8/3K1k2/4p3/8 b - - 0 72,PZChessBot,chess-2-bot,e2e1n,9992,9995,0.0,0.0,Equivalent
7Q/8/2k3N1/8/8/5P2/p1n2KP1/8 b - - 0 57,Ukraine-team-creator,bot_adario,a2a1n,730,531,0.0721,0.1349,Suboptimal
6K1/1p5P/4kq2/3n4/3P1p2/8/8/8 w - - 3 56,Abdallah1990,Pitong_Gatang,h7h8n,-9998,-9999,0.0,0.0,Equivalent
8/2k2p2/Q1pNp1p1/2P5/5nP1/5P2/P2p1K2/4r3 b - - 0 32,Nurlan_Ibrayev,TheEloist,d2d1n,848,9999,0.0489,0.0,Equivalent
8/7k/1p1b2p1/2p5/1PP5/5K1P/1q4p1/8 b - - 0 67,PeachFruit,PZChessBot,g2g1n,-9998,-9998,1.0,1.0,Equivalent
4K3/2r2P2/4k3/P7/8/8/8/8 w - - 3 77,mayhem23111,tomlesspit,f7f8n,-46,-9999,0.4598,0.0,Brilliant
8/2P1k3/N3P3/3K4/5b2/8/8/8 w - - 1 86,MateWithRook_SF17DEV,odonata-bot,c7c8n,559,9994,0.8762,1.0,Style / Flex
4R3/8/8/8/8/3K1k2/4p3/8 b - - 3 68,Lector118,sheptunis,e2e1n,446,9987,0.1735,0.0,Optimal
7Q/8/8/8/1P6/3k1p2/4pK2/8 b - - 1 46,KairovKBR,Rifarligson,e2e1n,9985,9986,0.0,0.0,Equivalent
8/6k1/8/8/8/3Q3P/4p1KP/8 b - - 0 90,CPU1998,halcyonbot,e2e1n,0,792,0.5,0.0589,Brilliant
8/Q7/8/3k1p2/5P1p/5P1P/4K1p1/2q5 b - - 31 102,expositor,OlympusCz,g2g1n,-1027,-1027,0.9733,0.9733,Equivalent
5b1k/3P1P2/6PP/5K2/8/8/8/N7 w - - 1 56,bata_njaa,PAWN_OF_DUBAI,d7d8n,9993,0,1.0,0.5,Brilliant
5k2/7P/3n4/6K1/8/2N5/8/8 w - - 0 81,cinder-bot,simbelmyne-bot,h7h8n,-4,2277,0.4965,0.9997,Blunder
r5k1/pp4r1/3p2qn/N2Pp2p/1P2Pp1Q/2R2P1P/P3B1pK/5NR1 b - - 0 32,adjihartonomnwn,Ahmadraihan15,g2f1n,-9999,-9993,1.0,1.0,Equivalent
8/2p5/2P5/6k1/8/2q5/K2p4/8 b - - 1 107,fornax-engine,Lynx_BOT,d2d1n,-9999,0,1.0,0.5,Brilliant
8/5k2/4pB2/4P3/6r1/3K1R2/2p2P2/8 b - - 2 48,Rubble24,BRM1965,c2c1n,4,-14,0.4965,0.5122,Equivalent
8/8/8/8/8/5K2/2r3pk/Q7 b - - 35 225,CPU2006,PZChessBot,g2g1n,0,9999,0.5,0.0,Brilliant
rnb1kb1r/pp1p1ppp/4pn2/8/1PN2B2/4PN2/1Pp2PPP/R2QKB1R b KQkq - 0 9,iakov98,Kacem2014,c2d1n,35,31,0.4694,0.4729,Equivalent
8/5p2/4b1k1/8/6r1/8/5p1K/8 b - - 1 69,MrCrusher,Rekcirts,f2f1n,-9998,0,1.0,0.5,Brilliant
8/3Pkp2/p3p1p1/2K1P3/5P1p/8/8/8 w - - 1 37,vistagusta,ScareCCrow06PL,d7d8n,-775,-1196,0.0622,0.015,Equivalent
8/5k2/8/8/8/1K6/5q1p/8 b - - 1 49,SaxtonEngine,cinder-bot,h2h1n,-9992,-9997,1.0,1.0,Equivalent
8/P7/8/8/8/8/KP1k1p2/5Q2 w - - 1 68,kasparik_garik,emiliooo,a7a8n,9983,9997,1.0,1.0,Equivalent
N7/1P6/8/8/1k6/8/K4p2/5Q2 w - - 1 73,kasparik_garik,emiliooo,b7b8n,9993,9998,1.0,1.0,Equivalent
8/5p1k/6p1/1p1P4/1P6/3PP1N1/RQ3K1p/2rq4 b - - 1 42,CPU2002,canary_colinbot,h2h1n,-420,-474,0.8131,0.8401,Equivalent
5r1k/6pp/2p5/P4Q2/1P6/2P2pPP/5p1K/3Rr3 b - - 2 35,Sergei_Fenix,gepard2014,f2f1n,-212,9999,0.6774,0.0,Brilliant
1R3rk1/2P3p1/1p1p3p/8/8/2r4P/6K1/8 w - - 3 51,asanovski,EatPastaGoFasta,c7c8n,-679,-679,0.085,0.085,Equivalent
8/3P1kp1/2p4p/2B5/4Q3/P3P3/1r2q1PP/6K1 w - - 1 38,IGS_Progresa,Yakamuzosan,d7d8n,0,-9999,0.5,0.0,Brilliant
r3r2k/p1p2R1p/b1p5/8/2n1p2Q/1P6/P5pK/q4B2 b - - 1 30,songsololevel,HELIOLUPOSSA,g2f1n,-778,9999,0.9384,0.0,Brilliant
8/5P2/8/4k1K1/5n1p/7P/8/8 w - - 1 72,Moment-That-Inspires,ToromBot,f7f8n,-3,0,0.4974,0.5,Equivalent
8/2pk1bP1/8/6K1/3B4/pr5p/8/8 w - - 0 53,Euwe-chess-engine,TheUnforgivingBot,g7g8n,-9990,-9990,0.0,0.0,Equivalent
8/8/8/7n/2N2P2/5K2/1pk5/8 b - - 1 50,Monarch2023,NedamReddam,b2b1n,2,0,0.4983,0.5,Equivalent
8/8/8/2p1N3/pkP5/8/2K1pP2/8 b - - 1 78,admonitor,cinder-bot,e2e1n,-15,288,0.5131,0.2674,Brilliant
7K/5P2/3BN1k1/3b4/6r1/8/8/8 w - - 5 134,colinbot,ArasanX,f7f8n,-59,-589,0.4486,0.1129,Brilliant
6r1/2KP1kp1/4R2p/5P1P/pp6/8/P7/8 w - - 7 50,ToromBot,GlueWinner,d7d8n,741,803,0.9304,0.9432,Equivalent
8/4k3/8/8/8/6pp/1p1pq3/6K1 b - - 1 67,KungFuPanda100,SouthAfricanWolf,d2d1n,-9999,-10000,1.0,1.0,Equivalent
8/4k3/8/8/8/6pp/1p2q3/3n3K b - - 1 68,KungFuPanda100,SouthAfricanWolf,b2b1n,-9999,-9999,1.0,1.0,Equivalent
1r6/5RP1/8/8/K7/3k4/8/8 w - - 0 61,cinder-bot,SaxtonEngine,g7g8n,0,0,0.5,0.5,Equivalent
8/8/8/3k4/8/5pp1/3pp3/7K b - - 1 68,Unagi5,Pernambuquinho,d2d1n,-9999,-10000,1.0,1.0,Equivalent
8/p7/6p1/1p1k4/6K1/8/p7/8 b - - 1 47,The_Void_Which_Binds,Sergei_Fenix,a2a1n,-1028,-1219,0.9734,0.9862,Equivalent
6q1/1PQ5/k2K4/8/8/8/8/8 w - - 13 148,pawn_git,DarkOnBot,b7b8n,27,0,0.5236,0.5,Equivalent
5K2/8/8/3q4/8/Q6b/6p1/7k b - - 5 116,odonata-bot,DarkOnBot,g2g1n,-314,0,0.7501,0.5,Brilliant
3QQ3/6kp/6p1/3n4/2p5/7P/5pPK/8 b - - 0 55,OlympusCz,GNUPassant,f2f1n,9997,9998,0.0,0.0,Equivalent
8/1p2P1k1/5p1p/6p1/3Q2P1/1q5r/3RK3/8 w - - 1 62,vistagusta,bulletnik,e7e8n,306,-9997,0.7448,0.0,Brilliant
2Q5/4k3/8/6N1/1P6/2B2K2/1P2p3/8 b - - 2 63,Moment-That-Inspires,duchessAI,e2e1n,9996,9997,0.0,0.0,Equivalent
4Q3/8/5P1k/4K3/6R1/4P3/7p/5r2 b - - 2 62,Zenekritikus04,KAVO_LIDER,h2h1n,9999,9999,0.0,0.0,Equivalent
8/1Q6/6pk/8/7P/6P1/1p3PK1/8 b - - 2 54,R-o-j-i-t-o,Frenki78,b2b1n,1156,1584,0.0172,0.0039,Equivalent
8/4PP2/4K1k1/8/8/7P/8/RNB2B2 w - - 3 110,IAmMateCheckMate,justantan,f7f8n,9997,9999,1.0,1.0,Equivalent
k5r1/pR1qp3/Q2p4/3P4/5br1/8/P1P1KPp1/1R6 b - - 1 33,BocchoiBoi,vswccaap,g2g1n,9995,9999,0.0,0.0,Equivalent
6K1/3Pq3/4k3/8/3Q4/8/8/8 w - - 3 95,PeachFruit,PZChessBot,d7d8n,15,0,0.5131,0.5,Equivalent
8/2P5/4K2p/7k/5q2/8/8/3q4 w - - 0 59,daniel_chessbot,Weiawaga,c7c8n,-9998,-9999,0.0,0.0,Equivalent
4n3/4k1PK/8/8/3N4/8/8/8 w - - 1 120,Stockfish-MEDIUM,ToromBot,g7g8n,0,0,0.5,0.5,Equivalent
8/4P2K/8/2Q5/8/8/2pk4/8 b - - 0 73,Aktinia22,LichForLabs,c2c1n,9996,569,0.0,0.1201,Suboptimal
4K3/5P2/4k1P1/8/8/8/2r5/8 w - - 3 74,LeelaChessTest,ToromBot,f7f8n,-35,-9999,0.4694,0.0,Brilliant
2k5/ppp2p2/4p3/4P3/2PR4/P7/1P2BKpr/8 b - - 0 26,bingo95,ChessWarrior_222,g2g1n,-423,-411,0.8146,0.8082,Equivalent
8/3P1kr1/p3q3/2Q2p2/8/P1NP4/1PP2P2/1K6 w - - 1 48,ManulPalace,messi_is_goat,d7d8n,812,-9998,0.9449,0.0,Brilliant
8/8/8/1Q6/3b4/8/3k1p1K/6r1 b - - 12 119,PZChessBot,CPU2002,f2f1n,-30,0,0.5262,0.5,Equivalent
8/8/5K1p/4p3/4rk2/6p1/1p6/8 b - - 1 62,ian_j,Cann_Karo,b2b1n,-9994,-9996,1.0,1.0,Equivalent
8/8/6K1/8/3r1k2/8/4p3/1n6 b - - 1 70,ian_j,Cann_Karo,e2e1n,-9993,-9997,1.0,1.0,Equivalent
k6K/5qPp/6b1/8/8/8/4p3/8 w - - 0 60,banan555,BlackScholesModel,g7g8n,-9997,-9994,0.0,0.0,Equivalent
8/8/8/8/8/kp1K4/2p1N3/8 b - - 3 77,ToromBot,ArasanX,c2c1n,0,0,0.5,0.5,Equivalent
8/8/8/8/8/k7/1pK5/2N5 b - - 1 79,ToromBot,ArasanX,b2c1n,0,0,0.5,0.5,Equivalent
8/5Ppk/7p/2b5/6QP/5P1K/5qP1/r7 w - - 6 55,duchessAI,AndScacs1,f7f8n,-607,-9999,0.1067,0.0,Optimal
6kb/5p1p/3p3P/1Q1P2P1/1P1q4/P2nB1R1/2p1K3/8 b - - 10 50,Hammurapi65,snidvongs,c2c1n,798,9999,0.0577,0.0,Optimal
8/8/4p3/p2kP2P/P1n1NK2/8/3p4/8 b - - 1 56,NoxAmor,TheMagnet,d2d1n,247,328,0.2964,0.2409,Optimal
3rn3/1pb2Pk1/2p3p1/p6p/P1B4P/1PP3P1/2Rr1PK1/8 w - - 0 87,expositor,sharpSundae,f7e8n,61,48,0.5532,0.5419,Equivalent
8/1P5R/r1k5/8/8/1K6/8/8 w - - 0 90,chess-2-bot,bot64jaques,b7b8n,485,9982,0.8452,1.0,Style / Flex
8/7P/8/3K4/2P1NQ2/P7/8/4k3 w - - 1 66,cinder-bot,SaxtonEngine,h7h8n,9998,9998,1.0,1.0,Equivalent
Q7/7p/6k1/2pK2n1/8/2N5/1p6/8 b - - 0 62,Ukraine-team-creator,duchessAI,b2b1n,589,605,0.1129,0.1074,Equivalent
6r1/2P1k2p/R2p1p2/5P1K/5r2/8/2R4P/8 w - - 1 40,TheUnforgivingBot,cinder-bot,c7c8n,43,-9998,0.5376,0.0,Brilliant
8/4P1kp/3p4/np1B1pp1/3P3Q/1P4PK/3q3P/8 w - - 1 37,IOzcOach,manuel-abarca,e7e8n,-254,330,0.2913,0.7604,Blunder
8/5k1P/5p2/5P2/1r2pK2/8/7R/1q6 w - - 0 56,ChessTiger67,zee-egel,h7h8n,-9994,-9996,0.0,0.0,Equivalent
8/8/8/8/8/4K3/R4p2/4k3 b - - 3 87,tomlesspit,Nikitosik-ai,f2f1n,40,9999,0.4651,0.0,Brilliant
8/4P1k1/8/2Q1K3/8/8/8/1q6 w - - 81 163,Stockfish-MEDIUM,MateWithRook_SF17DEV,e7e8n,61,0,0.5532,0.5,Optimal
r3r1k1/1p3ppp/p7/P1Np1n2/1P1P4/2P2P1P/4p2K/R3RN2 b - - 0 27,cibona,Jobavalover2004,e2f1n,-121,-1,0.6043,0.5009,Optimal
n6K/P7/8/8/4N3/8/3pk3/8 b - - 7 72,Statham_13,d4-Kf6,d2d1n,4,19,0.4965,0.4834,Equivalent
8/8/8/1p6/8/2QK4/p7/1k6 b - - 7 75,miki_train,cow-lover,a2a1n,9995,9999,0.0,0.0,Equivalent
8/8/8/B7/8/8/4pK2/3k4 b - - 45 71,Hungrypawngrabber,ElGordo,e2e1n,-8,13,0.507,0.4886,Equivalent
8/8/8/8/8/4K3/3p3R/4k3 b - - 3 58,Stockfish-MEDIUM,DarkOnBot,d2d1n,16,9999,0.486,0.0,Brilliant
8/2Q1nk2/1p6/p2p3q/P2P4/4P1K1/5PBp/8 b - - 7 46,Konnov_Oleg,insaneprep,h2h1n,-343,-299,0.7686,0.7401,Equivalent
6k1/8/3p4/8/8/5q2/4p2K/8 b - - 1 68,PeachFruit,Lynx_BOT,e2e1n,-9999,0,1.0,0.5,Brilliant
8/6P1/8/8/5P2/PPk1nB2/3p1K2/8 b - - 1 59,suaiFinn,blitzBeastt,d2d1n,704,800,0.0784,0.0573,Equivalent
4RB2/6P1/8/3k1K2/8/8/8/8 w - - 1 78,sparrow1,xander_01,g7g8n,596,9997,0.8895,1.0,Style / Flex
3r3k/3P1P2/4B1p1/7p/3R3P/6P1/5PK1/4r3 w - - 2 58,EliteLeela,TheUnforgivingBot,f7f8n,523,510,0.8618,0.8563,Equivalent
1R6/6k1/8/5Kp1/6P1/8/1p6/8 b - - 1 85,ovosh_ogurech,FlyyElloW_2000YO,b2b1n,9992,9992,0.0,0.0,Equivalent
5K2/8/6kp/7n/6r1/2b5/p7/4bb2 b - - 1 60,Almost_GM,MiroulLaSurie,a2a1n,-9996,-9997,1.0,1.0,Equivalent
8/8/6k1/3K4/6r1/2b5/2n3np/4bb2 b - - 1 68,Almost_GM,MiroulLaSurie,h2h1n,-9994,-9996,1.0,1.0,Equivalent
8/2R3P1/5k2/7K/8/8/8/1r6 w - - 11 54,Alice-Cesarina,Ukraine-team-creator,g7g8n,-9,-6,0.4921,0.4948,Equivalent
4Rb1r/ppk4p/8/3B4/2pP4/P1P2R2/1P2KPpq/8 b - - 1 39,ftorodent,S_Ovsejevitsch,g2g1n,-719,-595,0.9253,0.8892,Equivalent
r3r1k1/2q3pp/8/p7/P1P5/B5PP/Q2p1p1K/R7 b - - 0 34,Akamas87,almendra4444,f2f1n,-9995,-9994,1.0,1.0,Equivalent
8/6pp/8/5P2/4k1P1/1N5P/nbpBK3/8 b - - 3 46,matrix12345,MagiciansPath234,c2c1n,-389,-398,0.796,0.8011,Equivalent
5Q2/7p/8/8/5KP1/7P/kp6/8 b - - 0 48,tryhard122,gmlectures,b2b1n,757,919,0.066,0.0385,Equivalent
1r2r3/3PP3/5kp1/2p5/p3R1p1/P1P5/5PP1/6K1 w - - 1 47,white-arkangel,Zacatelco,d7e8n,352,378,0.7742,0.7897,Equivalent
